,date,provider,region,age,total_number
7540,2021-02-06,Pfizer/BioNTech,Lombardia,40-49,142.0
7541,2021-02-06,Pfizer/BioNTech,Lombardia,50-59,167.0
7542,2021-02-06,Pfizer/BioNTech,Lombardia,60-69,68.0
7543,2021-02-06,Pfizer/BioNTech,Lombardia,70-79,40.0
7544,2021-02-06,Pfizer/BioNTech,Lombardia,80-89,139.0
7545,2021-02-06,Pfizer/BioNTech,Lombardia,90+,109.0
7661,2021-02-07,Moderna,Lombardia,20-29,5.0
7662,2021-02-07,Moderna,Lombardia,30-39,16.0
7663,2021-02-07,Moderna,Lombardia,40-49,26.0
7664,2021-02-07,Moderna,Lombardia,50-59,42.0
7665,2021-02-07,Moderna,Lombardia,60-69,19.0
7666,2021-02-07,Moderna,Lombardia,70-79,2.0
7667,2021-02-07,Moderna,Lombardia,80-89,9.0
7668,2021-02-07,Moderna,Lombardia,90+,11.0
7756,2021-02-07,Pfizer/BioNTech,Lombardia,12-19,0.0
7757,2021-02-07,Pfizer/BioNTech,Lombardia,20-29,19.0
7758,2021-02-07,Pfizer/BioNTech,Lombardia,30-39,36.0
7759,2021-02-07,Pfizer/BioNTech,Lombardia,40-49,51.0
7760,2021-02-07,Pfizer/BioNTech,Lombardia,50-59,58.0
7761,2021-02-07,Pfizer/BioNTech,Lombardia,60-69,19.0
7762,2021-02-07,Pfizer/BioNTech,Lombardia,70-79,10.0
7763,2021-02-07,Pfizer/BioNTech,Lombardia,80-89,12.0
7764,2021-02-07,Pfizer/BioNTech,Lombardia,90+,11.0
7894,2021-02-08,Moderna,Lombardia,20-29,21.0
7895,2021-02-08,Moderna,Lombardia,30-39,42.0
7896,2021-02-08,Moderna,Lombardia,40-49,68.0
7897,2021-02-08,Moderna,Lombardia,50-59,108.0
7898,2021-02-08,Moderna,Lombardia,60-69,58.0
7899,2021-02-08,Moderna,Lombardia,70-79,39.0
7900,2021-02-08,Moderna,Lombardia,80-89,133.0
7901,2021-02-08,Moderna,Lombardia,90+,132.0
8019,2021-02-08,Pfizer/BioNTech,Lombardia,12-19,3.0
8020,2021-02-08,Pfizer/BioNTech,Lombardia,20-29,204.0
8021,2021-02-08,Pfizer/BioNTech,Lombardia,30-39,188.0
8022,2021-02-08,Pfizer/BioNTech,Lombardia,40-49,259.0
8023,2021-02-08,Pfizer/BioNTech,Lombardia,50-59,290.0
8024,2021-02-08,Pfizer/BioNTech,Lombardia,60-69,143.0
8025,2021-02-08,Pfizer/BioNTech,Lombardia,70-79,97.0
8026,2021-02-08,Pfizer/BioNTech,Lombardia,80-89,175.0
8027,2021-02-08,Pfizer/BioNTech,Lombardia,90+,164.0
8151,2021-02-09,Moderna,Lombardia,20-29,27.0
8152,2021-02-09,Moderna,Lombardia,30-39,35.0
8153,2021-02-09,Moderna,Lombardia,40-49,64.0
8154,2021-02-09,Moderna,Lombardia,50-59,92.0
8155,2021-02-09,Moderna,Lombardia,60-69,53.0
8156,2021-02-09,Moderna,Lombardia,70-79,93.0
8157,2021-02-09,Moderna,Lombardia,80-89,256.0
8158,2021-02-09,Moderna,Lombardia,90+,244.0
8271,2021-02-09,Pfizer/BioNTech,Lombardia,12-19,1.0
8272,2021-02-09,Pfizer/BioNTech,Lombardia,20-29,196.0
8273,2021-02-09,Pfizer/BioNTech,Lombardia,30-39,311.0
8274,2021-02-09,Pfizer/BioNTech,Lombardia,40-49,433.0
8275,2021-02-09,Pfizer/BioNTech,Lombardia,50-59,563.0
8276,2021-02-09,Pfizer/BioNTech,Lombardia,60-69,331.0
8277,2021-02-09,Pfizer/BioNTech,Lombardia,70-79,254.0
8278,2021-02-09,Pfizer/BioNTech,Lombardia,80-89,583.0
8279,2021-02-09,Pfizer/BioNTech,Lombardia,90+,488.0
8419,2021-02-10,Moderna,Lombardia,20-29,8.0
8420,2021-02-10,Moderna,Lombardia,30-39,15.0
8421,2021-02-10,Moderna,Lombardia,40-49,40.0
8422,2021-02-10,Moderna,Lombardia,50-59,36.0
8423,2021-02-10,Moderna,Lombardia,60-69,37.0
8424,2021-02-10,Moderna,Lombardia,70-79,59.0
8425,2021-02-10,Moderna,Lombardia,80-89,161.0
8426,2021-02-10,Moderna,Lombardia,90+,190.0
8541,2021-02-10,Pfizer/BioNTech,Lombardia,12-19,7.0
8542,2021-02-10,Pfizer/BioNTech,Lombardia,20-29,1188.0
8543,2021-02-10,Pfizer/BioNTech,Lombardia,30-39,897.0
8544,2021-02-10,Pfizer/BioNTech,Lombardia,40-49,989.0
8545,2021-02-10,Pfizer/BioNTech,Lombardia,50-59,1254.0
8546,2021-02-10,Pfizer/BioNTech,Lombardia,60-69,1161.0
8547,2021-02-10,Pfizer/BioNTech,Lombardia,70-79,634.0
8548,2021-02-10,Pfizer/BioNTech,Lombardia,80-89,492.0
8549,2021-02-10,Pfizer/BioNTech,Lombardia,90+,397.0
8701,2021-02-11,Moderna,Lombardia,20-29,17.0
8702,2021-02-11,Moderna,Lombardia,30-39,41.0
8703,2021-02-11,Moderna,Lombardia,40-49,69.0
8704,2021-02-11,Moderna,Lombardia,50-59,91.0
8705,2021-02-11,Moderna,Lombardia,60-69,43.0
8706,2021-02-11,Moderna,Lombardia,70-79,54.0
8707,2021-02-11,Moderna,Lombardia,80-89,183.0
8708,2021-02-11,Moderna,Lombardia,90+,178.0
8805,2021-02-11,Pfizer/BioNTech,Lombardia,12-19,6.0
8806,2021-02-11,Pfizer/BioNTech,Lombardia,20-29,1435.0
8807,2021-02-11,Pfizer/BioNTech,Lombardia,30-39,1122.0
8808,2021-02-11,Pfizer/BioNTech,Lombardia,40-49,1253.0
8809,2021-02-11,Pfizer/BioNTech,Lombardia,50-59,1897.0
8810,2021-02-11,Pfizer/BioNTech,Lombardia,60-69,1382.0
8811,2021-02-11,Pfizer/BioNTech,Lombardia,70-79,518.0
8812,2021-02-11,Pfizer/BioNTech,Lombardia,80-89,707.0
8813,2021-02-11,Pfizer/BioNTech,Lombardia,90+,582.0
8924,2021-02-11,Vaxzevria (AstraZeneca),Lombardia,20-29,57.0
8925,2021-02-11,Vaxzevria (AstraZeneca),Lombardia,30-39,2.0
8980,2021-02-12,Moderna,Lombardia,20-29,16.0
8981,2021-02-12,Moderna,Lombardia,30-39,28.0
8982,2021-02-12,Moderna,Lombardia,40-49,45.0
8983,2021-02-12,Moderna,Lombardia,50-59,60.0
8984,2021-02-12,Moderna,Lombardia,60-69,28.0
8985,2021-02-12,Moderna,Lombardia,70-79,49.0
8986,2021-02-12,Moderna,Lombardia,80-89,159.0
8987,2021-02-12,Moderna,Lombardia,90+,136.0
9099,2021-02-12,Pfizer/BioNTech,Lombardia,12-19,8.0
9100,2021-02-12,Pfizer/BioNTech,Lombardia,20-29,1635.0
9101,2021-02-12,Pfizer/BioNTech,Lombardia,30-39,1075.0
9102,2021-02-12,Pfizer/BioNTech,Lombardia,40-49,1400.0
9103,2021-02-12,Pfizer/BioNTech,Lombardia,50-59,1708.0
9104,2021-02-12,Pfizer/BioNTech,Lombardia,60-69,1167.0
9105,2021-02-12,Pfizer/BioNTech,Lombardia,70-79,507.0
9106,2021-02-12,Pfizer/BioNTech,Lombardia,80-89,462.0
9107,2021-02-12,Pfizer/BioNTech,Lombardia,90+,303.0
9221,2021-02-12,Vaxzevria (AstraZeneca),Lombardia,12-19,1.0
9222,2021-02-12,Vaxzevria (AstraZeneca),Lombardia,20-29,62.0
9223,2021-02-12,Vaxzevria (AstraZeneca),Lombardia,30-39,8.0
9224,2021-02-12,Vaxzevria (AstraZeneca),Lombardia,40-49,2.0
9225,2021-02-12,Vaxzevria (AstraZeneca),Lombardia,50-59,2.0
9282,2021-02-13,Moderna,Lombardia,20-29,4.0
9283,2021-02-13,Moderna,Lombardia,30-39,24.0
9284,2021-02-13,Moderna,Lombardia,40-49,42.0
9285,2021-02-13,Moderna,Lombardia,50-59,54.0
9286,2021-02-13,Moderna,Lombardia,60-69,18.0
9287,2021-02-13,Moderna,Lombardia,70-79,20.0
9288,2021-02-13,Moderna,Lombardia,80-89,69.0
9289,2021-02-13,Moderna,Lombardia,90+,62.0
9396,2021-02-13,Pfizer/BioNTech,Lombardia,12-19,8.0
9397,2021-02-13,Pfizer/BioNTech,Lombardia,20-29,850.0
9398,2021-02-13,Pfizer/BioNTech,Lombardia,30-39,480.0
9399,2021-02-13,Pfizer/BioNTech,Lombardia,40-49,579.0
9400,2021-02-13,Pfizer/BioNTech,Lombardia,50-59,930.0
9401,2021-02-13,Pfizer/BioNTech,Lombardia,60-69,895.0
9402,2021-02-13,Pfizer/BioNTech,Lombardia,70-79,387.0
9403,2021-02-13,Pfizer/BioNTech,Lombardia,80-89,154.0
9404,2021-02-13,Pfizer/BioNTech,Lombardia,90+,102.0
9518,2021-02-13,Vaxzevria (AstraZeneca),Lombardia,12-19,1.0
9519,2021-02-13,Vaxzevria (AstraZeneca),Lombardia,20-29,92.0
9520,2021-02-13,Vaxzevria (AstraZeneca),Lombardia,30-39,58.0
9521,2021-02-13,Vaxzevria (AstraZeneca),Lombardia,40-49,33.0
9522,2021-02-13,Vaxzevria (AstraZeneca),Lombardia,50-59,20.0
9638,2021-02-14,Pfizer/BioNTech,Lombardia,12-19,4.0
9639,2021-02-14,Pfizer/BioNTech,Lombardia,20-29,331.0
9640,2021-02-14,Pfizer/BioNTech,Lombardia,30-39,326.0
9641,2021-02-14,Pfizer/BioNTech,Lombardia,40-49,303.0
9642,2021-02-14,Pfizer/BioNTech,Lombardia,50-59,516.0
9643,2021-02-14,Pfizer/BioNTech,Lombardia,60-69,728.0
9644,2021-02-14,Pfizer/BioNTech,Lombardia,70-79,297.0
9645,2021-02-14,Pfizer/BioNTech,Lombardia,80-89,68.0
9646,2021-02-14,Pfizer/BioNTech,Lombardia,90+,21.0
9728,2021-02-14,Vaxzevria (AstraZeneca),Lombardia,20-29,81.0
9729,2021-02-14,Vaxzevria (AstraZeneca),Lombardia,30-39,197.0
9730,2021-02-14,Vaxzevria (AstraZeneca),Lombardia,40-49,45.0
9731,2021-02-14,Vaxzevria (AstraZeneca),Lombardia,50-59,12.0
9782,2021-02-15,Moderna,Lombardia,20-29,15.0
9783,2021-02-15,Moderna,Lombardia,30-39,25.0
9784,2021-02-15,Moderna,Lombardia,40-49,56.0
9785,2021-02-15,Moderna,Lombardia,50-59,72.0
9786,2021-02-15,Moderna,Lombardia,60-69,23.0
9787,2021-02-15,Moderna,Lombardia,70-79,39.0
9788,2021-02-15,Moderna,Lombardia,80-89,111.0
9789,2021-02-15,Moderna,Lombardia,90+,99.0
9908,2021-02-15,Pfizer/BioNTech,Lombardia,12-19,5.0
9909,2021-02-15,Pfizer/BioNTech,Lombardia,20-29,983.0
9910,2021-02-15,Pfizer/BioNTech,Lombardia,30-39,922.0
9911,2021-02-15,Pfizer/BioNTech,Lombardia,40-49,1068.0
9912,2021-02-15,Pfizer/BioNTech,Lombardia,50-59,1463.0
9913,2021-02-15,Pfizer/BioNTech,Lombardia,60-69,1207.0
9914,2021-02-15,Pfizer/BioNTech,Lombardia,70-79,647.0
9915,2021-02-15,Pfizer/BioNTech,Lombardia,80-89,328.0
9916,2021-02-15,Pfizer/BioNTech,Lombardia,90+,193.0
10032,2021-02-15,Vaxzevria (AstraZeneca),Lombardia,12-19,2.0
10033,2021-02-15,Vaxzevria (AstraZeneca),Lombardia,20-29,238.0
10034,2021-02-15,Vaxzevria (AstraZeneca),Lombardia,30-39,419.0
10035,2021-02-15,Vaxzevria (AstraZeneca),Lombardia,40-49,338.0
10036,2021-02-15,Vaxzevria (AstraZeneca),Lombardia,50-59,160.0
10091,2021-02-16,Moderna,Lombardia,12-19,1.0
10092,2021-02-16,Moderna,Lombardia,20-29,6.0
10093,2021-02-16,Moderna,Lombardia,30-39,18.0
10094,2021-02-16,Moderna,Lombardia,40-49,54.0
10095,2021-02-16,Moderna,Lombardia,50-59,98.0
10096,2021-02-16,Moderna,Lombardia,60-69,37.0
10097,2021-02-16,Moderna,Lombardia,70-79,18.0
10098,2021-02-16,Moderna,Lombardia,80-89,89.0
10099,2021-02-16,Moderna,Lombardia,90+,84.0
10234,2021-02-16,Pfizer/BioNTech,Lombardia,12-19,4.0
10235,2021-02-16,Pfizer/BioNTech,Lombardia,20-29,792.0
10236,2021-02-16,Pfizer/BioNTech,Lombardia,30-39,1070.0
10237,2021-02-16,Pfizer/BioNTech,Lombardia,40-49,1313.0
10238,2021-02-16,Pfizer/BioNTech,Lombardia,50-59,1434.0
10239,2021-02-16,Pfizer/BioNTech,Lombardia,60-69,1154.0
10240,2021-02-16,Pfizer/BioNTech,Lombardia,70-79,521.0
10241,2021-02-16,Pfizer/BioNTech,Lombardia,80-89,403.0
10242,2021-02-16,Pfizer/BioNTech,Lombardia,90+,280.0
10344,2021-02-16,Vaxzevria (AstraZeneca),Lombardia,20-29,267.0
10345,2021-02-16,Vaxzevria (AstraZeneca),Lombardia,30-39,465.0
10346,2021-02-16,Vaxzevria (AstraZeneca),Lombardia,40-49,610.0
10347,2021-02-16,Vaxzevria (AstraZeneca),Lombardia,50-59,275.0
10348,2021-02-16,Vaxzevria (AstraZeneca),Lombardia,60-69,1.0
10423,2021-02-17,Moderna,Lombardia,20-29,8.0
10424,2021-02-17,Moderna,Lombardia,30-39,22.0
10425,2021-02-17,Moderna,Lombardia,40-49,42.0
10426,2021-02-17,Moderna,Lombardia,50-59,75.0
10427,2021-02-17,Moderna,Lombardia,60-69,36.0
10428,2021-02-17,Moderna,Lombardia,70-79,34.0
10429,2021-02-17,Moderna,Lombardia,80-89,118.0
10430,2021-02-17,Moderna,Lombardia,90+,116.0
10561,2021-02-17,Pfizer/BioNTech,Lombardia,12-19,1.0
10562,2021-02-17,Pfizer/BioNTech,Lombardia,20-29,1172.0
10563,2021-02-17,Pfizer/BioNTech,Lombardia,30-39,1108.0
10564,2021-02-17,Pfizer/BioNTech,Lombardia,40-49,1181.0
10565,2021-02-17,Pfizer/BioNTech,Lombardia,50-59,1530.0
10566,2021-02-17,Pfizer/BioNTech,Lombardia,60-69,1080.0
10567,2021-02-17,Pfizer/BioNTech,Lombardia,70-79,567.0
10568,2021-02-17,Pfizer/BioNTech,Lombardia,80-89,442.0
10569,2021-02-17,Pfizer/BioNTech,Lombardia,90+,383.0
10697,2021-02-17,Vaxzevria (AstraZeneca),Lombardia,12-19,3.0
10698,2021-02-17,Vaxzevria (AstraZeneca),Lombardia,20-29,441.0
10699,2021-02-17,Vaxzevria (AstraZeneca),Lombardia,30-39,782.0
10700,2021-02-17,Vaxzevria (AstraZeneca),Lombardia,40-49,868.0
10701,2021-02-17,Vaxzevria (AstraZeneca),Lombardia,50-59,479.0
10777,2021-02-18,Moderna,Lombardia,20-29,24.0
10778,2021-02-18,Moderna,Lombardia,30-39,43.0
10779,2021-02-18,Moderna,Lombardia,40-49,83.0
10780,2021-02-18,Moderna,Lombardia,50-59,138.0
10781,2021-02-18,Moderna,Lombardia,60-69,55.0
10782,2021-02-18,Moderna,Lombardia,70-79,41.0
10783,2021-02-18,Moderna,Lombardia,80-89,112.0
10784,2021-02-18,Moderna,Lombardia,90+,82.0
10914,2021-02-18,Pfizer/BioNTech,Lombardia,12-19,1.0
10915,2021-02-18,Pfizer/BioNTech,Lombardia,20-29,1083.0
10916,2021-02-18,Pfizer/BioNTech,Lombardia,30-39,755.0
10917,2021-02-18,Pfizer/BioNTech,Lombardia,40-49,796.0
10918,2021-02-18,Pfizer/BioNTech,Lombardia,50-59,1063.0
10919,2021-02-18,Pfizer/BioNTech,Lombardia,60-69,828.0
10920,2021-02-18,Pfizer/BioNTech,Lombardia,70-79,426.0
10921,2021-02-18,Pfizer/BioNTech,Lombardia,80-89,1998.0
10922,2021-02-18,Pfizer/BioNTech,Lombardia,90+,2157.0
11052,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,12-19,2.0
11053,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,20-29,623.0
11054,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,30-39,1042.0
11055,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,40-49,982.0
11056,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,50-59,532.0
11057,2021-02-18,Vaxzevria (AstraZeneca),Lombardia,60-69,1.0
11143,2021-02-19,Moderna,Lombardia,20-29,7.0
11144,2021-02-19,Moderna,Lombardia,30-39,16.0
11145,2021-02-19,Moderna,Lombardia,40-49,42.0
11146,2021-02-19,Moderna,Lombardia,50-59,57.0
11147,2021-02-19,Moderna,Lombardia,60-69,32.0
11148,2021-02-19,Moderna,Lombardia,70-79,33.0
11149,2021-02-19,Moderna,Lombardia,80-89,98.0
11150,2021-02-19,Moderna,Lombardia,90+,73.0
11286,2021-02-19,Pfizer/BioNTech,Lombardia,12-19,5.0
11287,2021-02-19,Pfizer/BioNTech,Lombardia,20-29,919.0
11288,2021-02-19,Pfizer/BioNTech,Lombardia,30-39,620.0
11289,2021-02-19,Pfizer/BioNTech,Lombardia,40-49,722.0
11290,2021-02-19,Pfizer/BioNTech,Lombardia,50-59,1066.0
11291,2021-02-19,Pfizer/BioNTech,Lombardia,60-69,755.0
11292,2021-02-19,Pfizer/BioNTech,Lombardia,70-79,362.0
11293,2021-02-19,Pfizer/BioNTech,Lombardia,80-89,3643.0
11294,2021-02-19,Pfizer/BioNTech,Lombardia,90+,1720.0
11420,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,12-19,1.0
11421,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,20-29,625.0
11422,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,30-39,1011.0
11423,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,40-49,1008.0
11424,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,50-59,542.0
11425,2021-02-19,Vaxzevria (AstraZeneca),Lombardia,60-69,1.0
11500,2021-02-20,Moderna,Lombardia,20-29,2.0
11501,2021-02-20,Moderna,Lombardia,30-39,5.0
11502,2021-02-20,Moderna,Lombardia,40-49,13.0
11503,2021-02-20,Moderna,Lombardia,50-59,10.0
11504,2021-02-20,Moderna,Lombardia,60-69,15.0
11505,2021-02-20,Moderna,Lombardia,70-79,8.0
11506,2021-02-20,Moderna,Lombardia,80-89,24.0
11507,2021-02-20,Moderna,Lombardia,90+,10.0
11630,2021-02-20,Pfizer/BioNTech,Lombardia,12-19,2.0
11631,2021-02-20,Pfizer/BioNTech,Lombardia,20-29,571.0
11632,2021-02-20,Pfizer/BioNTech,Lombardia,30-39,416.0
11633,2021-02-20,Pfizer/BioNTech,Lombardia,40-49,439.0
11634,2021-02-20,Pfizer/BioNTech,Lombardia,50-59,749.0
11635,2021-02-20,Pfizer/BioNTech,Lombardia,60-69,639.0
11636,2021-02-20,Pfizer/BioNTech,Lombardia,70-79,297.0
11637,2021-02-20,Pfizer/BioNTech,Lombardia,80-89,2427.0
11638,2021-02-20,Pfizer/BioNTech,Lombardia,90+,521.0
11770,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,12-19,2.0
11771,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,20-29,507.0
11772,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,30-39,900.0
11773,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,40-49,895.0
11774,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,50-59,433.0
11775,2021-02-20,Vaxzevria (AstraZeneca),Lombardia,60-69,2.0
11836,2021-02-21,Moderna,Lombardia,20-29,1.0
11837,2021-02-21,Moderna,Lombardia,40-49,1.0
11838,2021-02-21,Moderna,Lombardia,50-59,2.0
11839,2021-02-21,Moderna,Lombardia,80-89,15.0
11840,2021-02-21,Moderna,Lombardia,90+,10.0
11944,2021-02-21,Pfizer/BioNTech,Lombardia,12-19,4.0
11945,2021-02-21,Pfizer/BioNTech,Lombardia,20-29,102.0
11946,2021-02-21,Pfizer/BioNTech,Lombardia,30-39,166.0
11947,2021-02-21,Pfizer/BioNTech,Lombardia,40-49,186.0
11948,2021-02-21,Pfizer/BioNTech,Lombardia,50-59,321.0
11949,2021-02-21,Pfizer/BioNTech,Lombardia,60-69,260.0
11950,2021-02-21,Pfizer/BioNTech,Lombardia,70-79,100.0
11951,2021-02-21,Pfizer/BioNTech,Lombardia,80-89,2009.0
11952,2021-02-21,Pfizer/BioNTech,Lombardia,90+,268.0
12043,2021-02-21,Vaxzevria (AstraZeneca),Lombardia,20-29,301.0
12044,2021-02-21,Vaxzevria (AstraZeneca),Lombardia,30-39,484.0
12045,2021-02-21,Vaxzevria (AstraZeneca),Lombardia,40-49,480.0
12046,2021-02-21,Vaxzevria (AstraZeneca),Lombardia,50-59,231.0
12109,2021-02-22,Moderna,Lombardia,12-19,3.0
12110,2021-02-22,Moderna,Lombardia,20-29,22.0
12111,2021-02-22,Moderna,Lombardia,30-39,42.0
12112,2021-02-22,Moderna,Lombardia,40-49,137.0
12113,2021-02-22,Moderna,Lombardia,50-59,128.0
12114,2021-02-22,Moderna,Lombardia,60-69,61.0
12115,2021-02-22,Moderna,Lombardia,70-79,42.0
12116,2021-02-22,Moderna,Lombardia,80-89,82.0
12117,2021-02-22,Moderna,Lombardia,90+,80.0
12232,2021-02-22,Pfizer/BioNTech,Lombardia,12-19,20.0
12233,2021-02-22,Pfizer/BioNTech,Lombardia,20-29,473.0
12234,2021-02-22,Pfizer/BioNTech,Lombardia,30-39,617.0
12235,2021-02-22,Pfizer/BioNTech,Lombardia,40-49,757.0
12236,2021-02-22,Pfizer/BioNTech,Lombardia,50-59,979.0
12237,2021-02-22,Pfizer/BioNTech,Lombardia,60-69,727.0
12238,2021-02-22,Pfizer/BioNTech,Lombardia,70-79,292.0
12239,2021-02-22,Pfizer/BioNTech,Lombardia,80-89,3894.0
12240,2021-02-22,Pfizer/BioNTech,Lombardia,90+,496.0
12374,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,12-19,5.0
12375,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,20-29,503.0
12376,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,30-39,793.0
12377,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,40-49,890.0
12378,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,50-59,449.0
12379,2021-02-22,Vaxzevria (AstraZeneca),Lombardia,60-69,2.0
12478,2021-02-23,Moderna,Lombardia,20-29,13.0
12479,2021-02-23,Moderna,Lombardia,30-39,26.0
12480,2021-02-23,Moderna,Lombardia,40-49,44.0
12481,2021-02-23,Moderna,Lombardia,50-59,55.0
12482,2021-02-23,Moderna,Lombardia,60-69,17.0
12483,2021-02-23,Moderna,Lombardia,70-79,16.0
12484,2021-02-23,Moderna,Lombardia,80-89,85.0
12485,2021-02-23,Moderna,Lombardia,90+,81.0
12601,2021-02-23,Pfizer/BioNTech,Lombardia,12-19,15.0
12602,2021-02-23,Pfizer/BioNTech,Lombardia,20-29,429.0
12603,2021-02-23,Pfizer/BioNTech,Lombardia,30-39,624.0
12604,2021-02-23,Pfizer/BioNTech,Lombardia,40-49,830.0
12605,2021-02-23,Pfizer/BioNTech,Lombardia,50-59,1027.0
12606,2021-02-23,Pfizer/BioNTech,Lombardia,60-69,728.0
12607,2021-02-23,Pfizer/BioNTech,Lombardia,70-79,348.0
12608,2021-02-23,Pfizer/BioNTech,Lombardia,80-89,3265.0
12609,2021-02-23,Pfizer/BioNTech,Lombardia,90+,1339.0
12735,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,12-19,3.0
12736,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,20-29,444.0
12737,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,30-39,726.0
12738,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,40-49,792.0
12739,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,50-59,416.0
12740,2021-02-23,Vaxzevria (AstraZeneca),Lombardia,60-69,14.0
12834,2021-02-24,Moderna,Lombardia,20-29,2.0
12835,2021-02-24,Moderna,Lombardia,30-39,17.0
12836,2021-02-24,Moderna,Lombardia,40-49,31.0
12837,2021-02-24,Moderna,Lombardia,50-59,47.0
12838,2021-02-24,Moderna,Lombardia,60-69,25.0
12839,2021-02-24,Moderna,Lombardia,70-79,26.0
12840,2021-02-24,Moderna,Lombardia,80-89,93.0
12841,2021-02-24,Moderna,Lombardia,90+,80.0
12962,2021-02-24,Pfizer/BioNTech,Lombardia,12-19,28.0
12963,2021-02-24,Pfizer/BioNTech,Lombardia,20-29,424.0
12964,2021-02-24,Pfizer/BioNTech,Lombardia,30-39,536.0
12965,2021-02-24,Pfizer/BioNTech,Lombardia,40-49,736.0
12966,2021-02-24,Pfizer/BioNTech,Lombardia,50-59,1005.0
12967,2021-02-24,Pfizer/BioNTech,Lombardia,60-69,668.0
12968,2021-02-24,Pfizer/BioNTech,Lombardia,70-79,348.0
12969,2021-02-24,Pfizer/BioNTech,Lombardia,80-89,4291.0
12970,2021-02-24,Pfizer/BioNTech,Lombardia,90+,2618.0
13102,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,12-19,2.0
13103,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,20-29,451.0
13104,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,30-39,800.0
13105,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,40-49,847.0
13106,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,50-59,511.0
13107,2021-02-24,Vaxzevria (AstraZeneca),Lombardia,60-69,22.0
13195,2021-02-25,Moderna,Lombardia,20-29,6.0
13196,2021-02-25,Moderna,Lombardia,30-39,19.0
13197,2021-02-25,Moderna,Lombardia,40-49,30.0
13198,2021-02-25,Moderna,Lombardia,50-59,25.0
13199,2021-02-25,Moderna,Lombardia,60-69,8.0
13200,2021-02-25,Moderna,Lombardia,70-79,6.0
13201,2021-02-25,Moderna,Lombardia,80-89,55.0
13202,2021-02-25,Moderna,Lombardia,90+,40.0
13320,2021-02-25,Pfizer/BioNTech,Lombardia,12-19,15.0
13321,2021-02-25,Pfizer/BioNTech,Lombardia,20-29,301.0
13322,2021-02-25,Pfizer/BioNTech,Lombardia,30-39,371.0
13323,2021-02-25,Pfizer/BioNTech,Lombardia,40-49,476.0
13324,2021-02-25,Pfizer/BioNTech,Lombardia,50-59,526.0
13325,2021-02-25,Pfizer/BioNTech,Lombardia,60-69,357.0
13326,2021-02-25,Pfizer/BioNTech,Lombardia,70-79,246.0
13327,2021-02-25,Pfizer/BioNTech,Lombardia,80-89,6976.0
13328,2021-02-25,Pfizer/BioNTech,Lombardia,90+,1437.0
13475,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,12-19,3.0
13476,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,20-29,426.0
13477,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,30-39,747.0
13478,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,40-49,869.0
13479,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,50-59,564.0
13480,2021-02-25,Vaxzevria (AstraZeneca),Lombardia,60-69,41.0
13585,2021-02-26,Moderna,Lombardia,20-29,14.0
13586,2021-02-26,Moderna,Lombardia,30-39,6.0
13587,2021-02-26,Moderna,Lombardia,40-49,32.0
13588,2021-02-26,Moderna,Lombardia,50-59,30.0
13589,2021-02-26,Moderna,Lombardia,60-69,18.0
13590,2021-02-26,Moderna,Lombardia,70-79,9.0
13591,2021-02-26,Moderna,Lombardia,80-89,32.0
13592,2021-02-26,Moderna,Lombardia,90+,19.0
13709,2021-02-26,Pfizer/BioNTech,Lombardia,12-19,5.0
13710,2021-02-26,Pfizer/BioNTech,Lombardia,20-29,324.0
13711,2021-02-26,Pfizer/BioNTech,Lombardia,30-39,420.0
13712,2021-02-26,Pfizer/BioNTech,Lombardia,40-49,505.0
