,date,age_band,new_doses,population,rV
13339,2022/12/19,15 - 19 years,1,194388,5.14E-06
13340,2022/12/19,20 - 24 years,15,736340,2.04E-05
13341,2022/12/19,25 - 29 years,14,757848,1.85E-05
13342,2022/12/19,30 - 34 years,16,822084,1.95E-05
13343,2022/12/19,35 - 39 years,9,779934,1.15E-05
13344,2022/12/19,40 - 44 years,6,677463,8.86E-06
13345,2022/12/19,45 - 49 years,4,598535,6.68E-06
13346,2022/12/19,5 - 9 years,37,832055,4.45E-05
13347,2022/12/19,50 - 54 years,4,569938,7.02E-06
13349,2022/12/19,55 - 59 years,8,508722,1.57E-05
13350,2022/12/19,60 - 64 years,6,405576,1.48E-05
13351,2022/12/19,65 - 69 years,3,318142,9.43E-06
13352,2022/12/19,70 - 74 years,6,280432,2.14E-05
13354,2022/12/19,75+ years,5,499879,1.00E-05
13356,2022/12/20,10 - 14 years,9,425353,2.12E-05
13357,2022/12/20,15 - 19 years,10,194388,5.14E-05
13358,2022/12/20,20 - 24 years,19,736340,2.58E-05
13359,2022/12/20,25 - 29 years,15,757848,1.98E-05
13360,2022/12/20,30 - 34 years,19,822084,2.31E-05
13361,2022/12/20,35 - 39 years,4,779934,5.13E-06
13362,2022/12/20,40 - 44 years,2,677463,2.95E-06
13363,2022/12/20,45 - 49 years,5,598535,8.35E-06
13364,2022/12/20,5 - 9 years,30,832055,3.61E-05
13365,2022/12/20,50 - 54 years,4,569938,7.02E-06
13367,2022/12/20,55 - 59 years,5,508722,9.83E-06
13368,2022/12/20,60 - 64 years,2,405576,4.93E-06
13369,2022/12/20,65 - 69 years,5,318142,1.57E-05
13370,2022/12/20,70 - 74 years,4,280432,1.43E-05
13372,2022/12/20,75+ years,6,499879,1.20E-05
13374,2022/12/21,10 - 14 years,19,425353,4.47E-05
13375,2022/12/21,15 - 19 years,1,194388,5.14E-06
13376,2022/12/21,20 - 24 years,13,736340,1.77E-05
13377,2022/12/21,25 - 29 years,12,757848,1.58E-05
13378,2022/12/21,30 - 34 years,23,822084,2.80E-05
13379,2022/12/21,35 - 39 years,11,779934,1.41E-05
13380,2022/12/21,40 - 44 years,8,677463,1.18E-05
13381,2022/12/21,45 - 49 years,4,598535,6.68E-06
13382,2022/12/21,5 - 9 years,43,832055,5.17E-05
13383,2022/12/21,50 - 54 years,6,569938,1.05E-05
13385,2022/12/21,55 - 59 years,6,508722,1.18E-05
13386,2022/12/21,60 - 64 years,7,405576,1.73E-05
13387,2022/12/21,65 - 69 years,1,318142,3.14E-06
13388,2022/12/21,70 - 74 years,1,280432,3.57E-06
13390,2022/12/21,75+ years,4,499879,8.00E-06
13392,2022/12/22,10 - 14 years,13,425353,3.06E-05
13393,2022/12/22,15 - 19 years,6,194388,3.09E-05
13394,2022/12/22,20 - 24 years,20,736340,2.72E-05
13395,2022/12/22,25 - 29 years,19,757848,2.51E-05
13396,2022/12/22,30 - 34 years,14,822084,1.70E-05
13397,2022/12/22,35 - 39 years,13,779934,1.67E-05
13398,2022/12/22,40 - 44 years,4,677463,5.90E-06
13399,2022/12/22,45 - 49 years,3,598535,5.01E-06
13400,2022/12/22,5 - 9 years,23,832055,2.76E-05
13401,2022/12/22,50 - 54 years,7,569938,1.23E-05
13403,2022/12/22,55 - 59 years,4,508722,7.86E-06
13404,2022/12/22,60 - 64 years,4,405576,9.86E-06
13405,2022/12/22,65 - 69 years,6,318142,1.89E-05
13406,2022/12/22,70 - 74 years,1,280432,3.57E-06
13408,2022/12/22,75+ years,4,499879,8.00E-06
13410,2022/12/23,10 - 14 years,22,425353,5.17E-05
13411,2022/12/23,15 - 19 years,3,194388,1.54E-05
13412,2022/12/23,20 - 24 years,22,736340,2.99E-05
13413,2022/12/23,25 - 29 years,21,757848,2.77E-05
13414,2022/12/23,30 - 34 years,24,822084,2.92E-05
13415,2022/12/23,35 - 39 years,25,779934,3.21E-05
13416,2022/12/23,40 - 44 years,8,677463,1.18E-05
13417,2022/12/23,45 - 49 years,9,598535,1.50E-05
13418,2022/12/23,5 - 9 years,53,832055,6.37E-05
13419,2022/12/23,50 - 54 years,9,569938,1.58E-05
13421,2022/12/23,55 - 59 years,5,508722,9.83E-06
13422,2022/12/23,60 - 64 years,5,405576,1.23E-05
13423,2022/12/23,65 - 69 years,5,318142,1.57E-05
13424,2022/12/23,70 - 74 years,4,280432,1.43E-05
13426,2022/12/23,75+ years,3,499879,6.00E-06
13428,2022/12/24,10 - 14 years,6,425353,1.41E-05
13429,2022/12/24,15 - 19 years,0,194388,0
13430,2022/12/24,20 - 24 years,14,736340,1.90E-05
13431,2022/12/24,25 - 29 years,13,757848,1.72E-05
13432,2022/12/24,30 - 34 years,15,822084,1.82E-05
13433,2022/12/24,35 - 39 years,5,779934,6.41E-06
13434,2022/12/24,40 - 44 years,3,677463,4.43E-06
13435,2022/12/24,45 - 49 years,2,598535,3.34E-06
13436,2022/12/24,5 - 9 years,23,832055,2.76E-05
13437,2022/12/24,50 - 54 years,4,569938,7.02E-06
13439,2022/12/24,55 - 59 years,2,508722,3.93E-06
13440,2022/12/24,60 - 64 years,3,405576,7.40E-06
13441,2022/12/24,65 - 69 years,3,318142,9.43E-06
13442,2022/12/24,70 - 74 years,2,280432,7.13E-06
13444,2022/12/24,75+ years,2,499879,4.00E-06
13446,2022/12/25,10 - 14 years,0,425353,0
13447,2022/12/25,15 - 19 years,0,194388,0
13448,2022/12/25,20 - 24 years,0,736340,0
13449,2022/12/25,25 - 29 years,1,757848,1.32E-06
13450,2022/12/25,30 - 34 years,3,822084,3.65E-06
13451,2022/12/25,35 - 39 years,0,779934,0
13452,2022/12/25,40 - 44 years,0,677463,0
13453,2022/12/25,45 - 49 years,0,598535,0
13454,2022/12/25,5 - 9 years,0,832055,0
13455,2022/12/25,50 - 54 years,0,569938,0
13457,2022/12/25,55 - 59 years,0,508722,0
13458,2022/12/25,60 - 64 years,0,405576,0
13459,2022/12/25,65 - 69 years,0,318142,0
13460,2022/12/25,70 - 74 years,0,280432,0
13462,2022/12/25,75+ years,0,499879,0
13464,2022/12/26,10 - 14 years,0,425353,0
13465,2022/12/26,15 - 19 years,0,194388,0
13466,2022/12/26,20 - 24 years,0,736340,0
13467,2022/12/26,25 - 29 years,0,757848,0
13468,2022/12/26,30 - 34 years,0,822084,0
13469,2022/12/26,35 - 39 years,0,779934,0
13470,2022/12/26,40 - 44 years,0,677463,0
13471,2022/12/26,45 - 49 years,0,598535,0
13472,2022/12/26,5 - 9 years,0,832055,0
13473,2022/12/26,50 - 54 years,1,569938,1.75E-06
13475,2022/12/26,55 - 59 years,0,508722,0
13476,2022/12/26,60 - 64 years,1,405576,2.47E-06
13477,2022/12/26,65 - 69 years,0,318142,0
13478,2022/12/26,70 - 74 years,0,280432,0
13480,2022/12/26,75+ years,0,499879,0
13482,2022/12/27,10 - 14 years,3,425353,7.05E-06
13483,2022/12/27,15 - 19 years,0,194388,0
13484,2022/12/27,20 - 24 years,4,736340,5.43E-06
13485,2022/12/27,25 - 29 years,6,757848,7.92E-06
13486,2022/12/27,30 - 34 years,2,822084,2.43E-06
13487,2022/12/27,35 - 39 years,2,779934,2.56E-06
13488,2022/12/27,40 - 44 years,1,677463,1.48E-06
13489,2022/12/27,45 - 49 years,2,598535,3.34E-06
13490,2022/12/27,5 - 9 years,5,832055,6.01E-06
13491,2022/12/27,50 - 54 years,1,569938,1.75E-06
13493,2022/12/27,55 - 59 years,0,508722,0
13494,2022/12/27,60 - 64 years,3,405576,7.40E-06
13495,2022/12/27,65 - 69 years,0,318142,0
13496,2022/12/27,70 - 74 years,1,280432,3.57E-06
13498,2022/12/27,75+ years,1,499879,2.00E-06
13500,2022/12/28,10 - 14 years,17,425353,4.00E-05
13501,2022/12/28,15 - 19 years,6,194388,3.09E-05
13502,2022/12/28,20 - 24 years,18,736340,2.44E-05
13503,2022/12/28,25 - 29 years,22,757848,2.90E-05
13504,2022/12/28,30 - 34 years,23,822084,2.80E-05
13505,2022/12/28,35 - 39 years,12,779934,1.54E-05
13506,2022/12/28,40 - 44 years,7,677463,1.03E-05
13507,2022/12/28,45 - 49 years,9,598535,1.50E-05
13508,2022/12/28,5 - 9 years,65,832055,7.81E-05
13509,2022/12/28,50 - 54 years,10,569938,1.75E-05
13511,2022/12/28,55 - 59 years,7,508722,1.38E-05
13512,2022/12/28,60 - 64 years,5,405576,1.23E-05
13513,2022/12/28,65 - 69 years,7,318142,2.20E-05
13514,2022/12/28,70 - 74 years,5,280432,1.78E-05
13516,2022/12/28,75+ years,4,499879,8.00E-06
13518,2022/12/29,10 - 14 years,16,425353,3.76E-05
13519,2022/12/29,15 - 19 years,6,194388,3.09E-05
13520,2022/12/29,20 - 24 years,27,736340,3.67E-05
13521,2022/12/29,25 - 29 years,24,757848,3.17E-05
13522,2022/12/29,30 - 34 years,22,822084,2.68E-05
13523,2022/12/29,35 - 39 years,20,779934,2.56E-05
13524,2022/12/29,40 - 44 years,6,677463,8.86E-06
13525,2022/12/29,45 - 49 years,8,598535,1.34E-05
13526,2022/12/29,5 - 9 years,56,832055,6.73E-05
13527,2022/12/29,50 - 54 years,9,569938,1.58E-05
13529,2022/12/29,55 - 59 years,12,508722,2.36E-05
13530,2022/12/29,60 - 64 years,9,405576,2.22E-05
13531,2022/12/29,65 - 69 years,6,318142,1.89E-05
13532,2022/12/29,70 - 74 years,5,280432,1.78E-05
13534,2022/12/29,75+ years,8,499879,1.60E-05
13536,2022/12/30,10 - 14 years,20,425353,4.70E-05
13537,2022/12/30,15 - 19 years,6,194388,3.09E-05
13538,2022/12/30,20 - 24 years,21,736340,2.85E-05
13539,2022/12/30,25 - 29 years,14,757848,1.85E-05
13540,2022/12/30,30 - 34 years,8,822084,9.73E-06
13541,2022/12/30,35 - 39 years,9,779934,1.15E-05
13542,2022/12/30,40 - 44 years,14,677463,2.07E-05
13543,2022/12/30,45 - 49 years,5,598535,8.35E-06
13544,2022/12/30,5 - 9 years,80,832055,9.61E-05
13545,2022/12/30,50 - 54 years,3,569938,5.26E-06
13547,2022/12/30,55 - 59 years,6,508722,1.18E-05
13548,2022/12/30,60 - 64 years,1,405576,2.47E-06
13549,2022/12/30,65 - 69 years,4,318142,1.26E-05
13550,2022/12/30,70 - 74 years,2,280432,7.13E-06
13552,2022/12/30,75+ years,2,499879,4.00E-06
13554,2022/12/31,10 - 14 years,12,425353,2.82E-05
13555,2022/12/31,15 - 19 years,2,194388,1.03E-05
13556,2022/12/31,20 - 24 years,9,736340,1.22E-05
13557,2022/12/31,25 - 29 years,9,757848,1.19E-05
13558,2022/12/31,30 - 34 years,10,822084,1.22E-05
13559,2022/12/31,35 - 39 years,10,779934,1.28E-05
13560,2022/12/31,40 - 44 years,7,677463,1.03E-05
13561,2022/12/31,45 - 49 years,4,598535,6.68E-06
13562,2022/12/31,5 - 9 years,56,832055,6.73E-05
13563,2022/12/31,50 - 54 years,6,569938,1.05E-05
13565,2022/12/31,55 - 59 years,2,508722,3.93E-06
13566,2022/12/31,60 - 64 years,5,405576,1.23E-05
13567,2022/12/31,65 - 69 years,6,318142,1.89E-05
13568,2022/12/31,70 - 74 years,4,280432,1.43E-05
13570,2022/12/31,75+ years,1,499879,2.00E-06
13572,2023/1/1,10 - 14 years,0,425353,0
13573,2023/1/1,15 - 19 years,0,194388,0
13574,2023/1/1,20 - 24 years,1,736340,1.36E-06
13575,2023/1/1,25 - 29 years,0,757848,0
13576,2023/1/1,30 - 34 years,0,822084,0
13577,2023/1/1,35 - 39 years,0,779934,0
13578,2023/1/1,40 - 44 years,1,677463,1.48E-06
13579,2023/1/1,45 - 49 years,0,598535,0
13580,2023/1/1,5 - 9 years,0,832055,0
13581,2023/1/1,50 - 54 years,0,569938,0
13583,2023/1/1,55 - 59 years,0,508722,0
13584,2023/1/1,60 - 64 years,0,405576,0
13585,2023/1/1,65 - 69 years,0,318142,0
13586,2023/1/1,70 - 74 years,0,280432,0
13588,2023/1/1,75+ years,0,499879,0
13590,2023/1/2,10 - 14 years,1,425353,2.35E-06
13591,2023/1/2,15 - 19 years,0,194388,0
13592,2023/1/2,20 - 24 years,1,736340,1.36E-06
13593,2023/1/2,25 - 29 years,1,757848,1.32E-06
13594,2023/1/2,30 - 34 years,0,822084,0
13595,2023/1/2,35 - 39 years,1,779934,1.28E-06
13596,2023/1/2,40 - 44 years,0,677463,0
13597,2023/1/2,45 - 49 years,2,598535,3.34E-06
13598,2023/1/2,5 - 9 years,6,832055,7.21E-06
13599,2023/1/2,50 - 54 years,0,569938,0
13601,2023/1/2,55 - 59 years,0,508722,0
13602,2023/1/2,60 - 64 years,0,405576,0
13603,2023/1/2,65 - 69 years,0,318142,0
13604,2023/1/2,70 - 74 years,0,280432,0
13606,2023/1/2,75+ years,0,499879,0
13608,2023/1/3,10 - 14 years,23,425353,5.41E-05
13609,2023/1/3,15 - 19 years,8,194388,4.12E-05
13610,2023/1/3,20 - 24 years,24,736340,3.26E-05
13611,2023/1/3,25 - 29 years,20,757848,2.64E-05
13612,2023/1/3,30 - 34 years,15,822084,1.82E-05
13613,2023/1/3,35 - 39 years,11,779934,1.41E-05
13614,2023/1/3,40 - 44 years,9,677463,1.33E-05
13615,2023/1/3,45 - 49 years,6,598535,1.00E-05
13616,2023/1/3,5 - 9 years,60,832055,7.21E-05
13617,2023/1/3,50 - 54 years,12,569938,2.11E-05
13619,2023/1/3,55 - 59 years,14,508722,2.75E-05
13620,2023/1/3,60 - 64 years,6,405576,1.48E-05
13621,2023/1/3,65 - 69 years,5,318142,1.57E-05
13622,2023/1/3,70 - 74 years,5,280432,1.78E-05
13624,2023/1/3,75+ years,7,499879,1.40E-05
13626,2023/1/4,10 - 14 years,16,425353,3.76E-05
13627,2023/1/4,15 - 19 years,8,194388,4.12E-05
13628,2023/1/4,20 - 24 years,16,736340,2.17E-05
13629,2023/1/4,25 - 29 years,25,757848,3.30E-05
13630,2023/1/4,30 - 34 years,22,822084,2.68E-05
13631,2023/1/4,35 - 39 years,16,779934,2.05E-05
13632,2023/1/4,40 - 44 years,10,677463,1.48E-05
13633,2023/1/4,45 - 49 years,5,598535,8.35E-06
13634,2023/1/4,5 - 9 years,18,832055,2.16E-05
13635,2023/1/4,50 - 54 years,10,569938,1.75E-05
13637,2023/1/4,55 - 59 years,4,508722,7.86E-06
13638,2023/1/4,60 - 64 years,2,405576,4.93E-06
13639,2023/1/4,65 - 69 years,5,318142,1.57E-05
13640,2023/1/4,70 - 74 years,7,280432,2.50E-05
13642,2023/1/4,75+ years,2,499879,4.00E-06
13644,2023/1/5,10 - 14 years,4,425353,9.40E-06
13645,2023/1/5,15 - 19 years,2,194388,1.03E-05
13646,2023/1/5,20 - 24 years,12,736340,1.63E-05
13647,2023/1/5,25 - 29 years,17,757848,2.24E-05
13648,2023/1/5,30 - 34 years,20,822084,2.43E-05
13649,2023/1/5,35 - 39 years,17,779934,2.18E-05
13650,2023/1/5,40 - 44 years,9,677463,1.33E-05
13651,2023/1/5,45 - 49 years,6,598535,1.00E-05
13652,2023/1/5,5 - 9 years,11,832055,1.32E-05
13653,2023/1/5,50 - 54 years,4,569938,7.02E-06
13655,2023/1/5,55 - 59 years,5,508722,9.83E-06
13656,2023/1/5,60 - 64 years,8,405576,1.97E-05
13657,2023/1/5,65 - 69 years,5,318142,1.57E-05
13658,2023/1/5,70 - 74 years,0,280432,0
13660,2023/1/5,75+ years,5,499879,1.00E-05
13662,2023/1/6,10 - 14 years,21,425353,4.94E-05
13663,2023/1/6,15 - 19 years,8,194388,4.12E-05
13664,2023/1/6,20 - 24 years,29,736340,3.94E-05
13665,2023/1/6,25 - 29 years,24,757848,3.17E-05
13666,2023/1/6,30 - 34 years,24,822084,2.92E-05
13667,2023/1/6,35 - 39 years,20,779934,2.56E-05
13668,2023/1/6,40 - 44 years,6,677463,8.86E-06
13669,2023/1/6,45 - 49 years,13,598535,2.17E-05
13670,2023/1/6,5 - 9 years,52,832055,6.25E-05
13671,2023/1/6,50 - 54 years,6,569938,1.05E-05
13673,2023/1/6,55 - 59 years,5,508722,9.83E-06
13674,2023/1/6,60 - 64 years,4,405576,9.86E-06
13675,2023/1/6,65 - 69 years,7,318142,2.20E-05
13676,2023/1/6,70 - 74 years,3,280432,1.07E-05
13678,2023/1/6,75+ years,4,499879,8.00E-06
13680,2023/1/7,10 - 14 years,64,425353,0.000150463
13681,2023/1/7,15 - 19 years,6,194388,3.09E-05
13682,2023/1/7,20 - 24 years,26,736340,3.53E-05
13683,2023/1/7,25 - 29 years,22,757848,2.90E-05
13684,2023/1/7,30 - 34 years,32,822084,3.89E-05
13685,2023/1/7,35 - 39 years,24,779934,3.08E-05
13686,2023/1/7,40 - 44 years,8,677463,1.18E-05
13687,2023/1/7,45 - 49 years,7,598535,1.17E-05
13688,2023/1/7,5 - 9 years,113,832055,0.000135808
13689,2023/1/7,50 - 54 years,6,569938,1.05E-05
13691,2023/1/7,55 - 59 years,4,508722,7.86E-06
13692,2023/1/7,60 - 64 years,5,405576,1.23E-05
13693,2023/1/7,65 - 69 years,2,318142,6.29E-06
13694,2023/1/7,70 - 74 years,3,280432,1.07E-05
13696,2023/1/7,75+ years,3,499879,6.00E-06
13698,2023/1/8,10 - 14 years,4,425353,9.40E-06
13699,2023/1/8,15 - 19 years,0,194388,0
13700,2023/1/8,20 - 24 years,2,736340,2.72E-06
13701,2023/1/8,25 - 29 years,3,757848,3.96E-06
13702,2023/1/8,30 - 34 years,3,822084,3.65E-06
13703,2023/1/8,35 - 39 years,1,779934,1.28E-06
13704,2023/1/8,40 - 44 years,1,677463,1.48E-06
13705,2023/1/8,45 - 49 years,0,598535,0
13706,2023/1/8,5 - 9 years,20,832055,2.40E-05
13707,2023/1/8,50 - 54 years,2,569938,3.51E-06
13709,2023/1/8,55 - 59 years,0,508722,0
13710,2023/1/8,60 - 64 years,0,405576,0
13711,2023/1/8,65 - 69 years,0,318142,0
13712,2023/1/8,70 - 74 years,0,280432,0
13714,2023/1/8,75+ years,0,499879,0
13716,2023/1/9,10 - 14 years,9,425353,2.12E-05
13717,2023/1/9,15 - 19 years,4,194388,2.06E-05
13718,2023/1/9,20 - 24 years,17,736340,2.31E-05
13719,2023/1/9,25 - 29 years,17,757848,2.24E-05
13720,2023/1/9,30 - 34 years,12,822084,1.46E-05
13721,2023/1/9,35 - 39 years,7,779934,8.98E-06
13722,2023/1/9,40 - 44 years,3,677463,4.43E-06
13723,2023/1/9,45 - 49 years,7,598535,1.17E-05
13724,2023/1/9,5 - 9 years,14,832055,1.68E-05
13725,2023/1/9,50 - 54 years,2,569938,3.51E-06
13727,2023/1/9,55 - 59 years,3,508722,5.90E-06
13728,2023/1/9,60 - 64 years,2,405576,4.93E-06
13729,2023/1/9,65 - 69 years,3,318142,9.43E-06
13730,2023/1/9,70 - 74 years,4,280432,1.43E-05
13732,2023/1/9,75+ years,4,499879,8.00E-06
13734,2023/1/10,10 - 14 years,5,425353,1.18E-05
13735,2023/1/10,15 - 19 years,3,194388,1.54E-05
13736,2023/1/10,20 - 24 years,17,736340,2.31E-05
13737,2023/1/10,25 - 29 years,13,757848,1.72E-05
13738,2023/1/10,30 - 34 years,12,822084,1.46E-05
13739,2023/1/10,35 - 39 years,8,779934,1.03E-05
13740,2023/1/10,40 - 44 years,10,677463,1.48E-05
13741,2023/1/10,45 - 49 years,4,598535,6.68E-06
13742,2023/1/10,5 - 9 years,11,832055,1.32E-05
13743,2023/1/10,50 - 54 years,3,569938,5.26E-06
13745,2023/1/10,55 - 59 years,1,508722,1.97E-06
13746,2023/1/10,60 - 64 years,0,405576,0
13747,2023/1/10,65 - 69 years,1,318142,3.14E-06
13748,2023/1/10,70 - 74 years,2,280432,7.13E-06
13750,2023/1/10,75+ years,1,499879,2.00E-06
13752,2023/1/11,10 - 14 years,13,425353,3.06E-05
13753,2023/1/11,15 - 19 years,4,194388,2.06E-05
13754,2023/1/11,20 - 24 years,15,736340,2.04E-05
13755,2023/1/11,25 - 29 years,15,757848,1.98E-05
13756,2023/1/11,30 - 34 years,21,822084,2.55E-05
13757,2023/1/11,35 - 39 years,9,779934,1.15E-05
13758,2023/1/11,40 - 44 years,6,677463,8.86E-06
13759,2023/1/11,45 - 49 years,6,598535,1.00E-05
13760,2023/1/11,5 - 9 years,7,832055,8.41E-06
13761,2023/1/11,50 - 54 years,5,569938,8.77E-06
13763,2023/1/11,55 - 59 years,4,508722,7.86E-06
13764,2023/1/11,60 - 64 years,1,405576,2.47E-06
13765,2023/1/11,65 - 69 years,3,318142,9.43E-06
13766,2023/1/11,70 - 74 years,2,280432,7.13E-06
13768,2023/1/11,75+ years,2,499879,4.00E-06
13770,2023/1/12,10 - 14 years,8,425353,1.88E-05
13771,2023/1/12,15 - 19 years,3,194388,1.54E-05
13772,2023/1/12,20 - 24 years,13,736340,1.77E-05
13773,2023/1/12,25 - 29 years,12,757848,1.58E-05
13774,2023/1/12,30 - 34 years,21,822084,2.55E-05
13775,2023/1/12,35 - 39 years,10,779934,1.28E-05
13776,2023/1/12,40 - 44 years,6,677463,8.86E-06
13777,2023/1/12,45 - 49 years,7,598535,1.17E-05
13778,2023/1/12,5 - 9 years,10,832055,1.20E-05
13779,2023/1/12,50 - 54 years,7,569938,1.23E-05
13781,2023/1/12,55 - 59 years,4,508722,7.86E-06
13782,2023/1/12,60 - 64 years,4,405576,9.86E-06
13783,2023/1/12,65 - 69 years,2,318142,6.29E-06
13784,2023/1/12,70 - 74 years,1,280432,3.57E-06
13786,2023/1/12,75+ years,6,499879,1.20E-05
13788,2023/1/13,10 - 14 years,9,425353,2.12E-05
13789,2023/1/13,15 - 19 years,6,194388,3.09E-05
13790,2023/1/13,20 - 24 years,18,736340,2.44E-05
13791,2023/1/13,25 - 29 years,17,757848,2.24E-05
13792,2023/1/13,30 - 34 years,13,822084,1.58E-05
13793,2023/1/13,35 - 39 years,19,779934,2.44E-05
13794,2023/1/13,40 - 44 years,11,677463,1.62E-05
13795,2023/1/13,45 - 49 years,9,598535,1.50E-05
13796,2023/1/13,5 - 9 years,35,832055,4.21E-05
13797,2023/1/13,50 - 54 years,3,569938,5.26E-06
13799,2023/1/13,55 - 59 years,1,508722,1.97E-06
13800,2023/1/13,60 - 64 years,3,405576,7.40E-06
13801,2023/1/13,65 - 69 years,3,318142,9.43E-06
13802,2023/1/13,70 - 74 years,4,280432,1.43E-05
13804,2023/1/13,75+ years,3,499879,6.00E-06
13806,2023/1/14,10 - 14 years,44,425353,0.000103443
13807,2023/1/14,15 - 19 years,13,194388,6.69E-05
13808,2023/1/14,20 - 24 years,25,736340,3.40E-05
13809,2023/1/14,25 - 29 years,17,757848,2.24E-05
13810,2023/1/14,30 - 34 years,16,822084,1.95E-05
13811,2023/1/14,35 - 39 years,9,779934,1.15E-05
13812,2023/1/14,40 - 44 years,7,677463,1.03E-05
13813,2023/1/14,45 - 49 years,5,598535,8.35E-06
13814,2023/1/14,5 - 9 years,95,832055,0.000114175
13815,2023/1/14,50 - 54 years,6,569938,1.05E-05
13817,2023/1/14,55 - 59 years,2,508722,3.93E-06
13818,2023/1/14,60 - 64 years,2,405576,4.93E-06
13819,2023/1/14,65 - 69 years,5,318142,1.57E-05
13820,2023/1/14,70 - 74 years,4,280432,1.43E-05
13822,2023/1/14,75+ years,2,499879,4.00E-06
13824,2023/1/15,10 - 14 years,2,425353,4.70E-06
13825,2023/1/15,15 - 19 years,0,194388,0
13826,2023/1/15,20 - 24 years,4,736340,5.43E-06
13827,2023/1/15,25 - 29 years,1,757848,1.32E-06
13828,2023/1/15,30 - 34 years,3,822084,3.65E-06
13829,2023/1/15,35 - 39 years,2,779934,2.56E-06
13830,2023/1/15,40 - 44 years,0,677463,0
13831,2023/1/15,45 - 49 years,0,598535,0
13832,2023/1/15,5 - 9 years,10,832055,1.20E-05
13833,2023/1/15,50 - 54 years,0,569938,0
13835,2023/1/15,55 - 59 years,0,508722,0
13836,2023/1/15,60 - 64 years,0,405576,0
13837,2023/1/15,65 - 69 years,0,318142,0
13838,2023/1/15,70 - 74 years,0,280432,0
13840,2023/1/15,75+ years,1,499879,2.00E-06
13842,2023/1/16,10 - 14 years,3,425353,7.05E-06
13843,2023/1/16,15 - 19 years,2,194388,1.03E-05
13844,2023/1/16,20 - 24 years,14,736340,1.90E-05
13845,2023/1/16,25 - 29 years,26,757848,3.43E-05
13846,2023/1/16,30 - 34 years,10,822084,1.22E-05
13847,2023/1/16,35 - 39 years,10,779934,1.28E-05
13848,2023/1/16,40 - 44 years,5,677463,7.38E-06
13849,2023/1/16,45 - 49 years,2,598535,3.34E-06
13850,2023/1/16,5 - 9 years,6,832055,7.21E-06
13851,2023/1/16,50 - 54 years,9,569938,1.58E-05
13853,2023/1/16,55 - 59 years,5,508722,9.83E-06
13854,2023/1/16,60 - 64 years,3,405576,7.40E-06
13855,2023/1/16,65 - 69 years,2,318142,6.29E-06
13856,2023/1/16,70 - 74 years,2,280432,7.13E-06
13858,2023/1/16,75+ years,2,499879,4.00E-06
13860,2023/1/17,10 - 14 years,6,425353,1.41E-05
13861,2023/1/17,15 - 19 years,5,194388,2.57E-05
13862,2023/1/17,20 - 24 years,15,736340,2.04E-05
13863,2023/1/17,25 - 29 years,11,757848,1.45E-05
13864,2023/1/17,30 - 34 years,14,822084,1.70E-05
13865,2023/1/17,35 - 39 years,7,779934,8.98E-06
13866,2023/1/17,40 - 44 years,5,677463,7.38E-06
13867,2023/1/17,45 - 49 years,5,598535,8.35E-06
13868,2023/1/17,5 - 9 years,12,832055,1.44E-05
13869,2023/1/17,50 - 54 years,2,569938,3.51E-06
13871,2023/1/17,55 - 59 years,1,508722,1.97E-06
13872,2023/1/17,60 - 64 years,3,405576,7.40E-06
13873,2023/1/17,65 - 69 years,2,318142,6.29E-06
13874,2023/1/17,70 - 74 years,1,280432,3.57E-06
13876,2023/1/17,75+ years,2,499879,4.00E-06
13878,2023/1/18,10 - 14 years,6,425353,1.41E-05
13879,2023/1/18,15 - 19 years,4,194388,2.06E-05
13880,2023/1/18,20 - 24 years,12,736340,1.63E-05
13881,2023/1/18,25 - 29 years,17,757848,2.24E-05
13882,2023/1/18,30 - 34 years,10,822084,1.22E-05
13883,2023/1/18,35 - 39 years,9,779934,1.15E-05
13884,2023/1/18,40 - 44 years,6,677463,8.86E-06
13885,2023/1/18,45 - 49 years,2,598535,3.34E-06
13886,2023/1/18,5 - 9 years,5,832055,6.01E-06
13887,2023/1/18,50 - 54 years,1,569938,1.75E-06
13889,2023/1/18,55 - 59 years,1,508722,1.97E-06
13890,2023/1/18,60 - 64 years,2,405576,4.93E-06
13891,2023/1/18,65 - 69 years,1,318142,3.14E-06
13892,2023/1/18,70 - 74 years,1,280432,3.57E-06
13894,2023/1/18,75+ years,0,499879,0
13896,2023/1/19,10 - 14 years,3,425353,7.05E-06
13897,2023/1/19,15 - 19 years,2,194388,1.03E-05
13898,2023/1/19,20 - 24 years,11,736340,1.49E-05
13899,2023/1/19,25 - 29 years,11,757848,1.45E-05
13900,2023/1/19,30 - 34 years,10,822084,1.22E-05
13901,2023/1/19,35 - 39 years,7,779934,8.98E-06
13902,2023/1/19,40 - 44 years,5,677463,7.38E-06
